PROJECTNAME,PROJECTAGENCY,DATE,EVENTNAME,COLLECTIONNUMBER,VESSELNAME,GEARNAME,GEARCODE,TOWTYPETEXT,LOCATION,REGION,DEPTHZONE,STATIONCODE,EVENTTYPEDESCRIPTION,TEMPSURFACE,TEMPBOTTOM,SALINITYSURFACE,SALINITYBOTTOM,LIGHTPHASE,TIMESTART,TIMEZONE,DURATION,DEPTHSTART,DEPTHEND,PRESSURE,WINDSPEED,WINDDIRECTION,WAVEHEIGHT,TEMPAIR,PRECIPITATION,ESTIMATEDLOC,LATITUDESTART,LATITUDEEND,LONGITUDESTART,LONGITUDEEND,SDO,BDO,SEDSIZEDESC,BTMCOMPDESC,WEATHERDESC,WATERLVLDESC,ALTERATIONDESC,ACTIVITYDESC,NUMBERREP,ACCSPGRIDCODE,COMMENTS,LASTUPDATED
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410177",="041017701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YR73",="STRATIFIED RANDOM EVENT",21.10,21,14.50,14.50,="DAY",="09:12",="EDT",20,5.8000001910,5.8000001910,,10,315,,,="F",="F",35.41669846,,-75.63330078,,8.20,7.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410178",="041017801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YN77",="STRATIFIED RANDOM EVENT",21.20,20.90,16.10000038,16.10000038,="DAY",="10:07",="EDT",20,4.3000001910,4.3000001910,,10,45,,,="F",="F",35.48329926,,-75.56670380,,8.60,8.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410179",="041017901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YJ78",="STRATIFIED RANDOM EVENT",21.20,20.70,16.60000038,16.79999924,="DAY",="10:55",="EDT",20,3.7000000480,3.7000000480,,6,315,,,="F",="F",35.54999924,,-75.55000305,,8.50,7.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410180",="041018001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YJ77",="STRATIFIED RANDOM EVENT",21.30,20.50,15.30000019,15.80000019,="DAY",="11:20",="EDT",20,4.3000001910,4.3000001910,,5,315,,,="F",="F",35.56669998,,-75.55000305,,9.10,8.50,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410181",="041018101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YC67",="STRATIFIED RANDOM EVENT",22.60,20.50,10.19999981,16.79999924,="DAY",="14:13",="EDT",20,1.7999999520,1.7999999520,,5,45,,,="F",="F",35.68330002,,-75.71669769,,9.50,7.10,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410182",="041018201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YD67",="STRATIFIED RANDOM EVENT",21.60,20.40,16.29999924,16.60000038,="DAY",="14:37",="EDT",20,1.7999999520,1.7999999520,,5,45,,,="F",="F",35.66669846,,-75.71669769,,9.50,6.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410183",="041018301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="Z70",="STRATIFIED RANDOM EVENT",22.40,,10.10000038,,="DAY",="13:24",="EDT",20,3,3,,5,45,,,="F",="F",35.73329926,,-75.66670227,,9.60,,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410184",="041018401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="Z71",="STRATIFIED RANDOM EVENT",22.80,20.50,26.79999924,27.10000038,="DAY",="12:55",="EDT",20,3.4000000950,3.4000000950,,5,45,,,="F",="F",35.71670151,,-75.65000153,,8.70,7.50,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-22-2004,="0410185",="041018501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YI67",="STRATIFIED RANDOM EVENT",22.50,21.40,12.19999981,16.10000038,="DAY",="15:22",="EDT",20,3,3,,5,45,,,="F",="F",35.58330154,,-75.71669769,,9.70,7.70,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-21-2004,="0410186",="041018601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZA42",="STRATIFIED RANDOM EVENT",21.90,22,17.30,17.20,="DAY",="02:10",="EDT",20,3.40,3.40,,15,45,,,="F",="F",35.2667,,-76.1333,,8.90,8.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,5/14/2021 8:55:51 AM
="Pamlico Sound Survey",="NCDMF",09-21-2004,="0410187",="041018701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YX32",="STRATIFIED RANDOM EVENT",21.60,20.60,14.10000038,14.50,="DAY",="15:56",="EDT",20,2.7000000480,2.7000000480,,12,45,,,="F",="F",35.31669998,,-76.30000305,,8.80,8.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:23 AM
="Pamlico Sound Survey",="NCDMF",09-21-2004,="0410188",="041018801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZA31",="STRATIFIED RANDOM EVENT",22.20,22,15,15.30000019,="DAY",="16:39",="EDT",20,3.7000000480,3.7000000480,,12,45,,,="F",="F",35.28329849,,-76.31670380,,8.70,8.50,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",09-21-2004,="0410189",="041018901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YZ34",="STRATIFIED RANDOM EVENT",21.90,21.80,16.10000038,16.10000038,="DAY",="15:18",="EDT",20,3.4000000950,3.4000000950,,15,45,,,="F",="F",35.28329849,,-76.28330231,,8.40,8.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-13-2005,="0511265",="051126501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZS86",="STRATIFIED RANDOM EVENT",27.90,27.40,4.8000001910,5.0999999050,="DAY",="15:59",="EDT",20,3.50,3.50,,10,225,,,="F",="F",34.98329926,,-76.90000153,,6.80,5.30,,,="50% COVER",,,,="01",="701-0029-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-13-2005,="0511266",="051126601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZQ83",="STRATIFIED RANDOM EVENT",28.30,27.40,3,5.0999999050,="DAY",="15:16",="EDT",20,2.7000000480,2.7000000480,,10,225,,,="F",="F",35,,-76.93329620,,7.70,4.60,,,="50% COVER",,,,="01",="635-0029-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-13-2005,="0511267",="051126701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZR7",="STRATIFIED RANDOM EVENT",26.80,26.60,8.8999996190,9.1999998090,="DAY",="13:06",="EDT",20,4.5999999050,4.5999999050,,10,225,,,="F",="F",34.98329926,,-76.71669769,,7.60,5.70,,,="50% COVER",,,,="01",="701-0029-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-13-2005,="0511268",="051126801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZS88",="STRATIFIED RANDOM EVENT",27.50,26.80,5.5999999050,5.9000000950,="DAY",="14:20",="EDT",20,3.4000000950,3.4000000950,,10,225,,,="F",="F",34.96670151,,-76.84999847,,6.80,4.50,,,="50% COVER",,,,="01",="701-0029-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511269",="051126901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD39",="STRATIFIED RANDOM EVENT",28,27.30,14.19999981,14.69999981,="DAY",="16:09",="EDT",20,3.5999999050,3.5999999050,,10,225,,,="F",="F",35.21670151,,-76.19999695,,6.30,6.40,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511270",="051127001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD35",="STRATIFIED RANDOM EVENT",27.60,27,12.30000019,12.60000038,="DAY",="15:26",="EDT",20,4.50,4.50,,10,225,,,="F",="F",35.21670151,,-76.25,,6.60,6.10,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511271",="051127101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH41",="STRATIFIED RANDOM EVENT",27.40,26.80,14.39999962,14.60000038,="DAY",="14:23",="EDT",20,4.9000000950,4.9000000950,,15,225,,,="F",="F",35.15000153,,-76.16670227,,6.30,6.20,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511272",="051127201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZL38",="STRATIFIED RANDOM EVENT",27.10,26.60,14.89999962,15.19999981,="DAY",="13:24",="EDT",20,4,4,,15,225,,,="F",="F",35.08330154,,-76.19999695,,6.40,6.20,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511273",="051127301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZM40",="STRATIFIED RANDOM EVENT",25.60,25.20,16.20000076,16.10000038,="DAY",="12:49",="EDT",20,3.7000000480,3.7000000480,,15,225,,,="F",="F",35.08330154,,-76.18329620,,6,5.80,,,="50% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:24 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511274",="051127401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZQ35",="STRATIFIED RANDOM EVENT",26.50,26.30,15,15.10000038,="DAY",="11:30",="EDT",20,5.1999998090,5.1999998090,,15,225,,,="F",="F",35.01670074,,-76.26670074,,6,6,,,="100% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511275",="051127501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZM33",="STRATIFIED RANDOM EVENT",26.30,26.30,14,14.10000038,="DAY",="10:40",="EDT",20,6,6,,15,225,,,="F",="F",35.06669998,,-76.30000305,,5.90,5.80,,,="100% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511276",="051127601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZL26",="STRATIFIED RANDOM EVENT",26.20,23.20,16,16.70000076,="DAY",="09:38",="EDT",20,3.5999999050,3.5999999050,,15,225,,,="F",="F",35.09999847,,-76.41670227,,6,5,,,="100% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511277",="051127701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZI22",="STRATIFIED RANDOM EVENT",26.30,26.30,11.89999962,11.89999962,="DAY",="08:43",="EDT",20,6,6,,15,225,,,="F",="F",35.13330078,,-76.48329926,,6,5.90,,,="100% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511278",="051127801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZK22",="STRATIFIED RANDOM EVENT",26.40,26.30,10.89999962,10.89999962,="DAY",="08:03",="EDT",20,3.7999999520,3.7999999520,,15,225,,,="F",="F",35.09999847,,-76.48329926,,5.90,6,,,="100% COVER",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-14-2005,="0511279",="051127901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="NEUSE RIVER",="NORTH CAROLINA",,="ZN17",="STRATIFIED RANDOM EVENT",26,26,10.89999962,10.89999962,="DAY",="07:09",="EDT",20,6,6,,15,225,,,="F",="F",35.04999924,,-76.55000305,,5.80,5.90,,,="100% COVER",,,,="01",="635-0029-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511280",="051128001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YQ58",="STRATIFIED RANDOM EVENT",28.30,28,15.89999962,16.10000038,="DAY",="15:52",="EDT",20,5,5,,15,225,,,="F",="F",35.43330002,,-75.86669922,,6.50,6.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511281",="051128101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YR54",="STRATIFIED RANDOM EVENT",28.40,27.60,14.69999981,15.39999962,="DAY",="14:51",="EDT",20,4.3000001910,4.3000001910,,15,225,,,="F",="F",35.41669846,,-75.93329620,,6.30,6.10,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511282",="051128201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YX51",="STRATIFIED RANDOM EVENT",27.50,27.30,16.20000076,16.29999924,="DAY",="13:40",="EDT",20,5.3000001910,5.3000001910,,15,225,,,="F",="F",35.31669998,,-76,,6.40,5.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511283",="051128301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY48",="STRATIFIED RANDOM EVENT",27.80,27.20,16.50,17,="DAY",="12:58",="EDT",20,3.2000000480,3.2000000480,,10,225,,,="F",="F",35.29999924,,-76.05000305,,6.20,5.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511284",="051128401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZA41",="STRATIFIED RANDOM EVENT",27.70,27.10,13.30000019,15,="DAY",="11:44",="EDT",20,3.0999999050,3.0999999050,,15,225,,,="F",="F",35.28329849,,-76.16670227,,6.20,5.40,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511285",="051128501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="YY37",="STRATIFIED RANDOM EVENT",28.10,27.40,12.19999981,12.39999962,="DAY",="10:51",="EDT",20,3.5999999050,3.5999999050,,15,225,,,="F",="F",35.29999924,,-76.21669769,,6,5.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:25 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511286",="051128601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZD40",="STRATIFIED RANDOM EVENT",27,26.40,14.30000019,16.79999924,="DAY",="09:45",="EDT",20,4.5999999050,4.5999999050,,15,225,,,="F",="F",35.21670151,,-76.16670227,,6,4.60,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-15-2005,="0511287",="051128701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; WEST OF BLUFF SHOAL",="NORTH CAROLINA",="SHALLOW",="ZD46",="STRATIFIED RANDOM EVENT",25.90,25.50,17.39999962,17.79999924,="DAY",="08:37",="EDT",20,3,3,,15,225,,,="F",="F",35.21670151,,-76.06670380,,5.40,4.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511288",="051128801",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZH55",="STRATIFIED RANDOM EVENT",28.70,27.50,17.60000038,19.60000038,="DAY",="13:54",="EDT",20,3.7000000480,3.7000000480,,10,225,,,="F",="F",35.16669846,,-75.93329620,,6.30,4.90,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511289",="051128901",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZG54",="STRATIFIED RANDOM EVENT",28.90,27.70,17.60000038,19.20000076,="DAY",="13:26",="EDT",20,4,4,,10,225,,,="F",="F",35.18330002,,-75.93329620,,6.30,5.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511290",="051129001",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZC59",="STRATIFIED RANDOM EVENT",29.40,27.50,17.70000076,18.50,="DAY",="12:26",="EDT",20,3.4000000950,3.4000000950,,10,225,,,="F",="F",35.25,,-75.86669922,,6,5.70,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511291",="051129101",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="ZB57",="STRATIFIED RANDOM EVENT",28.30,27.20,17.50,18.20000076,="DAY",="11:57",="EDT",20,4,4,,5,225,,,="F",="F",35.26670074,,-75.88330078,,6.10,5.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511292",="051129201",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YT66",="STRATIFIED RANDOM EVENT",28.40,27.50,17.50,17.60000038,="DAY",="10:17",="EDT",20,5.50,5.50,,5,225,,,="F",="F",35.38330078,,-75.75,,6.50,5.70,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511293",="051129301",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YT65",="STRATIFIED RANDOM EVENT",28.20,27.60,17.39999962,17.20000076,="DAY",="09:45",="EDT",20,5.5999999050,5.5999999050,,5,225,,,="F",="F",35.40000153,,-75.76670074,,6.10,5.70,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511294",="051129401",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YP66",="STRATIFIED RANDOM EVENT",27.70,27.50,17.79999924,17.89999962,="DAY",="08:48",="EDT",20,5.50,5.50,,5,225,,,="F",="F",35.46670151,,-75.75,,5.60,5.20,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511295",="051129501",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YP63",="STRATIFIED RANDOM EVENT",27.40,27.30,16.60000038,16.70000076,="DAY",="08:05",="EDT",20,5.1999998090,5.1999998090,,5,225,,,="F",="F",35.46670151,,-75.80000305,,5.60,5.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-16-2005,="0511296",="051129601",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YN58",="STRATIFIED RANDOM EVENT",27.80,27.70,16.29999924,16.39999962,="DAY",="07:11",="EDT",20,4.3000001910,4.3000001910,,5,225,,,="F",="F",35.50,,-75.88330078,,5.70,5.60,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:26 AM
="Pamlico Sound Survey",="NCDMF",06-21-2005,="0511297",="051129701",="R/V CAROLINA COAST",="NC TRAWL - DOUBLE RIGGED; 2 BARREL",="539",="HORIZONTAL; BOTTOM",="PAMLICO SOUND; EAST OF BLUFF SHOAL",="NORTH CAROLINA",="DEEP",="YI71",="STRATIFIED RANDOM EVENT",24.50,24.20,12.50,16,="DAY",="18:35",="EDT",20,4.3000001910,4.3000001910,,10,180,,,="F",="F",35.58330154,,-75.65000153,,7.30,5.30,,,="CLEAR SKIES",,,,="01",="635-0034-000000",,3/1/2018 10:15:27 AM
